lb,ub,Qsg,Tout,Tair_true,sat_true,zat_true
22.0,24.0,0.0,23.699997,22.684261,15.499944686889648,18.238357543945312
22.0,24.0,0.0,23.0,22.244099,15.499903678894043,20.326114654541016
22.0,24.0,0.0,22.3,22.305218,15.499958038330078,25.3450870513916
22.0,24.0,0.0,21.7,23.538948,15.499855041503906,25.61324119567871
22.0,24.0,0.0,21.199997,23.644068,15.499981880187988,19.471994400024414
22.0,24.0,0.0,20.8,22.109547,15.499977111816406,19.74996566772461
22.0,24.0,0.0,20.5,22.005278,15.494901657104492,25.138378143310547
22.0,24.0,0.0,20.299995,23.28707,15.49163818359375,21.137529373168945
22.0,24.0,0.0,20.100002,22.26693,15.498723030090332,24.0101375579834
22.0,24.0,0.0,20.100002,23.032488,15.469217300415039,25.464632034301758
22.0,24.0,0.0,20.0,23.32338,15.496528625488281,23.681415557861328
22.0,24.0,0.0,20.2,23.027176,15.480979919433594,22.19404411315918
22.0,24.0,0.0,20.299995,22.589928,15.480031967163086,23.120933532714844
22.0,24.0,0.0,20.400002,22.846197,15.498289108276367,22.565364837646484
22.0,24.0,0.0,20.5,22.698849,15.487770080566406,24.62372589111328
22.0,24.0,0.0,20.5,23.093775,15.497808456420898,22.006452560424805
22.0,24.0,0.0,20.5,22.473356,15.498737335205078,22.655075073242188
22.0,24.0,3.1318254,20.7,22.707771,15.499641418457031,18.52060890197754
22.0,24.0,23.19405,20.900002,21.693916,15.499994277954102,23.943923950195312
22.0,24.0,43.7685,21.300003,22.84566,15.499870300292969,21.121196746826172
22.0,24.0,67.27593,21.7,22.14578,15.48917007446289,20.26576805114746
22.0,24.0,90.76151,22.099998,21.908932,15.499946594238281,22.506628036499023
22.0,24.0,185.45193,22.600002,22.876186,15.499999046325684,19.678022384643555
22.0,24.0,209.78865,23.0,22.070873,15.499999046325684,18.90886878967285
22.0,24.0,319.87646,23.5,22.060873,15.499999046325684,22.320449829101562
22.0,24.0,326.44092,24.299995,22.99296,15.499999046325684,20.65727996826172
22.0,24.0,409.7068,25.0,22.465635,15.499999046325684,18.16748046875
22.0,24.0,438.84546,26.099998,22.332193,15.5,19.475608825683594
22.0,24.0,510.84717,27.200005,22.472677,15.499979019165039,18.17885971069336
22.0,24.0,569.06573,27.799995,22.551563,15.499996185302734,22.212905883789062
22.0,24.0,624.2506,28.400002,23.416084,15.49998950958252,21.82032012939453
